"","naics","year","emp","pay","prode","prodh","prodw","vship.x","matcost","vadd","invest","invent","energy","cap","equip","plant","piship","pimat","piinv","pien","dtfp5","tfp5","dtfp4","tfp4","m","m5","mCHN","lwc5","chn","x","vship.y","pen5","penCHN","pen5_lag","pen5_lag2","pen5_lag3","pen5_lag4","pen5_lag5","x_lag","x_lag2","vship_lag","vship_lag2","vship_pc","vship_pc_lag","dm","dm_lag","dm_pc","dm_pc_lag","m_lag","m_pc","m_pc_lag","x_pc","x_pc_lag","x_pc_lag2","x_pc_lag3","m5_lag","m5_lag2","m0","m0_lag","prod","prod_lag","prod_lag2","prod_lag3","prod_pc","prod_pc_lag","cap_lag","cap_lag2","cap_lag3","invest_lag","invest_lag2","invest_lag3","invest_pc","invest_pc_lag","emp_lag","plant_lag","equip_lag","equip_pc","equip_pc_lag","emp_pc","emp_pc_lag","emp_pc_lag2","emp_pc_lag3","cap_pc","cap_pc_lag","cap_pc_lag2","cap_pc_lag3"
"1932",322130,2007,36.6,2451.8,28.8,63.8,1799.1,25354.7,13018.1,12388.1,1065.3,1698.5,2969.2,20.0164,15110.1,4906.3,1.320000052,1.203999996,1.097000003,1.559000015,0.001,1.125,-0.001,1.125,126.19622020144,1.12980004586279,1.12064504623413,0.00895272474735975,0.00888017937541008,75.0662231445312,NA,4.44701096556843e-05,NA,8.54062683472305e-05,0,0,0,0,75.3588256835938,78.8027954101562,23241.5,20854.1,0.0909235634533055,0.114481085254219,25405.8299970569,23288.2318810914,0.0909299652621932,23288.2318810914,122.090706774965,0.0336267479722468,0.421159692204856,-0.00388279058767502,-0.0437036491997165,0.369593674285981,0.443869885955596,1.98896098136902,0,125.066420155577,120.101745793596,338.472677595628,326.454293628809,267.077540106952,261.16120906801,0.0368149054902152,0.222320280088245,20.6925,21.4105,22.147,941.2,954.9,878.3,0.131852953676158,-0.0143470520473347,36.1,4978,15714.5,-0.0384612937096312,-0.0393502952647602,0.0138504155124654,-0.03475935828877,-0.057934508816121,-0.0767441860465116,-0.0326736740364866,-0.033534947805983,-0.0332550684065562,-0.0403539255491089
"1951",322211,2007,100.5,4667,74.4,158.7,2817.5,33071.3,21560.4,11563.1,805.8,2493.4,544.6,11.1473,8384,2763.3,1.468000054,1.177999973,1.065000057,1.348999977,-0.029999999,0.779999971,-0.029999999,0.779999971,373.992133283522,102.03228576947,99.6826667785645,0.272819340229034,0.266536802053452,1169.61596679688,NA,0.00316127492552472,NA,0.00248841268623508,0.00204798680749511,0.00189992983903968,0.00151550950850076,0.00102444457533316,1177.36352539062,1080.734375,31787.1,30567.4,0.0404000364927912,0.0399019870842792,32275.6761664866,30955.3333953816,0.0426531594488349,30955.3333953816,345.596920772223,0.0821628052930888,0.173236599837996,-0.00658043028059623,0.0894106383824656,0.00158586177864954,0.119523372634328,77.0296443277039,60.9915717630647,271.959847514052,268.567276444519,115.055721393035,113.205882352941,106.840119165839,106.197156398104,0.0163404851554127,0.0595821423338271,10.1296,10.182,10.0883,1820.3,648.2,739.3,-0.557325715541394,1.80823819808701,98.6,2601.4,7528.2,0.113679232751521,-0.00701717360909592,0.0192697768762678,-0.0208540218470706,-0.0454976303317535,-0.0597147950089127,0.100467935555205,-0.00514633667255946,0.00928798707413557,0.0157063318667377
"1970",322212,2007,43.1,1884.8,33.6,71.6,1270.4,11315.2,6300.9,5000.6,294.9,1048.2,169.4,4.2044,2959.8,1244.6,1.356999993,1.177999973,1.055999994,1.27699995,-0.007,0.880999982,-0.007,0.880999982,644.293923929334,92.6681996006519,91.0841495990753,0.143829077482224,0.141370490193367,328.230285644531,NA,0.00796716526101519,NA,0.00638442138536553,0.00501048473733956,0.00450732199288013,0.00416474496012876,0.00345772586143367,332.331298828125,325.120727539062,10421.9,9593.9,0.0857137374183211,0.0863048395334536,11631.2636382848,10716.8146507033,0.0853284317576096,10716.8146507033,627.24594953144,0.0271790904518858,0.0987821018684355,-0.0123401352748142,0.0221781346998129,0.0139717694078421,0.131127223792222,68.4206606389489,49.3013405022211,551.625724328682,558.825288892491,116.023201856148,114.798507462687,108.933333333333,109.072351421189,0.010668208328928,0.0538418677725205,3.9935,4.0916,4.1704,504.7,172.2,188,-0.415692490588468,1.93089430894309,40.2,1207.2,2786.3,0.0622689588342964,-0.0305486935040533,0.072139303482587,0.0307692307692308,0.00775193798449605,-0.00769230769230762,0.0528108175785651,-0.0239759507283214,-0.0188950700172646,-0.0189602446483181
"1989",322213,2007,3.6,130.6,2.6,5.5,77.2,533.2,286.5,248.7,28.3,65,9.8,0.3036,189.3,114.3,1.39199996,1.177999973,1.047000051,1.337000012,-0.037999999,0.827000022,-0.037999999,0.827000022,151.247513843235,117.545268311165,116.371185302734,0.777171552181244,0.769408941268921,58.943187713623,NA,0.18792079191281,NA,0.157731550281782,0.120151365785547,0.0796453389952985,0.0690997468409416,0.0449856408164086,56.4394683837891,52.7095832824707,550.6,565.3,-0.0316018888485288,-0.0260038917388996,625.504326129612,622.839348731935,0.00427875567448062,622.839348731935,128.678817115724,0.175387816218531,0.314708887163819,0.0443611430357328,0.070762940418821,-0.00801713066525916,-0.0529555727524921,98.2414160519838,73.34840755607,33.7022455320694,30.4374010637403,69.0833333333333,68.1282051282051,65.1395348837209,64.5102040816327,0.0140195709446744,0.0458810498082187,0.2996,0.3098,0.3189,23.9,8.8,10.3,0.184100418410042,1.71590909090909,3.9,113.6,186,0.017741935483871,-0.0441932168550873,-0.0769230769230769,-0.0930232558139535,-0.122448979591837,-0.125,0.013351134846462,-0.0329244673983215,-0.0285355910943868,-0.026259541984733
"2008",322214,2007,7.6,313.4,6.3,13.2,235.6,2327.2,1383.7,939.6,63,130.2,27.2,0.8929,560.5,332.4,1.42900002,1.177999973,1.074000001,1.312999964,-0.017999999,0.781000018,-0.017999999,0.779999971,21.4745117686689,1.39684293977916,1.39289993979037,0.0650465488433838,0.0648629367351532,43.7275733947754,NA,0.000606019564495751,NA,0.000652140351087051,0.00107470118072535,0.00107737434875183,0.00046458755445729,8.0572126636996e-05,47.289436340332,42.4678955078125,2223,2124.7,0.0468735942420152,0.0462653551089567,2304.94693837389,2198.97606386826,0.0481910086457303,2198.97606386826,23.2655002085958,-0.0769804398731634,0.0263412394564844,-0.0753204779165196,0.113533782987493,-0.0289470952682918,0.01522046562865,1.43404102232307,2.26213904330507,20.0776688288897,21.8314591862727,123.631578947368,120.573333333333,111.410256410256,110.036585365854,0.0253641956267425,0.0822462600690448,0.8326,0.8422,0.8428,117.8,41.5,46.8,-0.465195246179966,1.83855421686747,7.5,323.9,508.7,0.101828189502654,-0.0126164596273293,0.0133333333333333,-0.0384615384615384,-0.048780487804878,-0.0681818181818183,0.0724237328849388,-0.0113987176442651,-0.000711912672045484,0.00261717820604328
"2027",322215,2007,11,391.3,9.6,20.2,321.9,3653.2,1983.8,1662.1,107.1,405.8,57.5,1.5852,957.9,627.3,1.366999984,1.177999973,1.049999952,1.284999967,-0.001,0.98299998,-0.001,0.981999993,18.8001830617432,6.32584695611149,6.28606295585632,0.336477935314178,0.334361791610718,140.091735839844,NA,0.00179105632284643,NA,0.00631716747894386,0.00474880495656126,0.00252375882192204,0.00173744580499032,0.00110827735179815,268.867431640625,239.387084960938,3458.5,3276,0.0562960821165245,0.0557081807081807,3531.9084472219,3252.56400461821,0.0858843798944643,3252.56400461821,62.9314362588339,-0.701259272322676,0.344745053405467,-0.478956097490105,0.123149278017643,0.191596097533855,0.00761046062182427,20.5469915531576,14.6425172386225,12.4743361056317,42.3844447056763,151.1,144.916666666667,132.576576576577,128.870689655172,0.0426682001150087,0.093078961674368,1.5196,1.5523,1.5743,165.3,58.8,67,-0.352087114337568,1.81122448979592,10.8,623.3,896.3,0.0687269887314516,-0.0256549624959235,0.0185185185185185,-0.0270270270270269,-0.0431034482758621,-0.0645161290322581,0.043169255067123,-0.0210655156864009,-0.0139744648415169,-0.0116147664490206
"2046",322222,2007,34.1,1706.4,24.1,49.1,987.1,14260,7293.2,6974.1,584.7,1501,336.2,4.6757,3388.9,1286.8,1.139999986,1.222000003,1.067000031,1.404999971,0.033,1.021000028,0.033,1.021999955,1028.02920244032,176.770529911504,162.136991129955,0.171950876712799,0.157716333866119,2080.20751953125,NA,0.0133837762316435,NA,0.0130556281180032,0.00943167085936884,0.00634820681260285,0.00492920774397581,0.00385509994496519,2105.90112304688,1967.65063476562,12868.3,12269.6,0.108149483614774,0.0487953967529503,13207.8216829091,12015.4112633428,0.099240083708505,12015.4112633428,1253.01238638969,-0.179553838727498,0.0470580603892211,-0.0122007644302173,0.0702617049178131,0.0853501378285434,0.148437617200942,156.868741139071,108.451458174357,851.258672528813,1096.14364525062,204.519061583578,198.330218068536,179.545454545455,168.350724637681,0.0312047431567047,0.10462399936906,4.6759,4.6208,4.7325,332.5,378.3,199.5,0.758496240601504,-0.121067935500925,32.1,1287,3388.9,0,0.00779135813483221,0.0623052959501558,-0.0272727272727272,-0.0434782608695652,-0.0675675675675676,-4.27725143821583e-05,0.011924342105263,-0.0236027469624934,-0.0124577438337299
"2065",322223,2007,3.2,132.2,2.5,5.3,90,784.8,433.6,348.8,19.5,92.5,10.2,0.2217,156.5,65.2,1.251000047,1.213999987,1.04400003,1.291000009,0.071000002,1.065999985,0.071000002,1.065999985,2516.95698797336,1240.21646141194,1093.8600435257,0.492744386196136,0.434596240520477,814.28759765625,NA,0.498585617270182,NA,0.502402807292823,0.418068156348116,0.420214549368164,0.430205344977399,0.422691968071696,799.117980957031,663.102844238281,715,781.5,0.0976223776223776,-0.0850927703134997,2487.46939031711,2280.62150605646,0.09069803284383,2280.62150605646,2364.73948701349,0.0643696702304037,0.128720064890385,0.0189829500282943,0.205119217781358,0.131636227810147,0.0348108292453261,1145.79064701515,925.377147837862,1276.74052656142,1218.94883999834,109,107.178571428571,105.818181818182,103.25,0.0169943352215928,0.0128559155621011,0.2198,0.2202,0.222,17,15.8,11.6,0.147058823529412,0.0759493670886075,2.8,65.7,154.1,0.0155743024010383,0.00195058517555255,0.142857142857143,-0.151515151515152,0.178571428571429,0,0.008644222020018,-0.00181653042688445,-0.00810810810810821,-0.000900090009000801
"2084",322224,2007,10.4,376.3,8.4,17.2,267.2,2369.1,1359.3,990.2,49.6,301.2,24.1,0.7983,564.6,233.7,1.187999964,1.213999987,1.039999962,1.284999967,0.048,0.981999993,0.048,0.981999993,108.597821957665,16.8074822314084,15.9793472290039,0.154768139123917,0.147142425179482,32.3994331359863,NA,0.00687338703049137,NA,0.0053961734366355,0.00287743248274841,0.00238911153987528,0.00181523712707556,0.00182589712660824,33.1585273742676,33.714916229248,2264.2,2598.4,0.0463298295203604,-0.128617610837439,2445.29838882168,2338.09671056229,0.0458499760831581,2338.09671056229,107.055237936554,0.0144092344367521,0.319424449349489,-0.0228928815116904,-0.0165027506281566,-0.231120899441464,-0.0279723946039709,12.6167753618211,7.61317679844797,91.7903397262562,94.4384625747334,95.2115384615385,89.28,87.12,81.5431034482759,0.0664374827681278,0.024793388429752,0.8046,0.816,0.8316,49.1,47.8,36.9,0.010183299389002,0.0271966527196654,10,236,568.6,-0.00703482237073514,-0.0150701541659448,0.04,-0.2,0.0775862068965518,-0.0645161290322581,-0.00782997762863531,-0.0139705882352941,-0.0187590187590188,-0.00964630225080385
"2103",322232,2007,17.6,707.5,14.2,29.2,495.2,3658.7,1989.8,1670.1,63.8,322.9,64.1,1.0647,697.4,367.3,1.157999992,1.192999959,1.044999957,1.101999998,0.018999999,1.024000049,0.018999999,1.024000049,76.2053718180396,13.5950073362328,13.2964563369751,0.178399592638016,0.174481883645058,78.1991806030273,NA,0.00371782873037322,NA,0.00266567720607948,0.00243740298710592,0.00176291548567569,0.000976460473515584,0.000395454341008993,79.456657409668,73.4461517333984,3694,3519.6,-0.00955603681645917,0.0495510853506081,3656.70619121501,3681.08546402701,-0.00662284889884883,3681.08546402701,66.5421214366797,0.145220052693319,0.139026737284232,-0.0158259464673582,0.0818355425630333,0.188714690033802,0.106347519077243,9.8125856150873,8.54205915029161,62.6103644818068,56.7295358215924,94.8920454545454,88.7586206896552,79.7322404371585,74.625641025641,0.0691022992159354,0.113208661929059,1.0833,1.1074,1.1453,54.1,42.8,33.7,0.179297597042514,0.264018691588785,17.4,372.2,711.1,-0.0192659260300943,-0.0237506864360241,0.0114942528735634,-0.0491803278688526,-0.0615384615384615,-0.0151515151515152,-0.0171697590695098,-0.0217626873758355,-0.0330917663494279,-0.0322771440642163
"2122",322233,2007,4.5,145.6,3.4,6.5,97.8,1076.6,380.6,695.3,11,145.3,6.3,0.5739,289.8,284.1,1.218000054,1.18900001,1.059000015,1.129999995,-0.011,0.926999986,-0.011,0.926999986,653.835560176056,86.6093162731268,82.0445693377405,0.132463455200195,0.125481963157654,12.2907609939575,NA,0.0504086246481414,NA,0.0314811241498903,0.0344282358456423,0.0262076060466283,0.0219358847690241,0.0150109628617744,13.1049242019653,14.7309169769287,1241.9,1332.3,-0.133102504227394,-0.0678525857539592,1718.1447991821,1830.03591695554,-0.0611414872991024,1830.03591695554,601.240841157502,0.0874769566839465,0.525910056380651,-0.0621265102689959,-0.110379603490399,0.343208553480515,0.0635126355610202,57.6115879004356,58.9270323477685,567.226243902929,543.629253257066,154.511111111111,141.595744680851,127.411764705882,117.350877192982,0.0912129560063446,0.111323942555156,0.5927,0.6103,0.6304,13.6,14.4,13.7,-0.191176470588235,-0.0555555555555556,4.7,289.5,303.2,-0.0441952506596305,-0.037154652270562,-0.0425531914893617,-0.0784313725490195,-0.105263157894737,-0.05,-0.031719250885777,-0.0288382762575782,-0.0318845177664975,-0.0273106002160161
"2141",322291,2007,17.2,842.8,13.9,30,612.7,10488.4,4804.1,5712.9,374.6,687.1,188.4,5.5885,4288.4,1300.1,1.059999943,1.215999961,1.031999946,1.26699996,0.086999997,1.207000017,0.086999997,1.207000017,1575.54169191583,181.458091366105,179.878518342972,0.115171872079372,0.11416931450367,1267.07397460938,NA,0.0168065494657532,NA,0.0131411714189606,0.00836996396554417,0.00638318635164022,0.00301035358593364,0.00139636944770854,1207.81665039062,1079.92053222656,8608.5,8546.2,0.218377185340071,0.00728978961409741,10796.8677173065,8864.58176226332,0.217978242726455,8864.58176226332,1463.89841265394,0.0762643625383033,0.0293574930142895,0.0490615228723543,0.11843104594036,0.0472605015675094,0.0999487296843409,116.490988495294,74.3958152793348,1394.08360054973,1347.40742415865,332.145348837209,321.71974522293,311.068322981366,300.551515151515,0.032405855621498,0.0342414236829944,5.6981,5.8,5.9186,303.8,301.6,279.1,0.233048057932851,0.00729442970822277,15.7,1314.1,4384,-0.0218065693430658,-0.0197437560092123,0.0955414012738854,-0.0248447204968945,-0.0242424242424242,-0.098360655737705,-0.0192344816693284,-0.0175689655172413,-0.0200385226235935,0.0173960875992714
"2160",322299,2007,17.6,702.2,13.5,26.9,450.8,4536.1,2233.9,2301.5,144.5,419.6,121.3,1.8712,1228,643.2,1.200000048,1.195000052,1.067999959,1.305999994,0.009,0.970000029,0.009,0.970000029,694.985083565349,212.718726396037,207.731112312991,0.306076675653458,0.298900097608566,167.627731323242,NA,0.0420105693794073,NA,0.0393523921055512,0.0379160019688217,0.0346067237450303,0.0290820681858401,0.024618234168594,175.963577270508,165.010955810547,4839.6,4801.1,-0.0627117943631705,0.00801899564683093,5063.45735224211,5309.69723280673,-0.0463755031159204,5309.69723280673,646.060810077237,0.0757270410540191,0.0912199724410666,-0.0473725646896288,0.0663751167682218,0.0325072727493193,0.00361124952088923,208.949287467171,198.230270160828,482.266357169312,437.111522610066,130.767045454545,114.781553398058,120.733668341709,113.348039215686,0.139268824852458,-0.0492995452337639,1.8947,1.8289,1.8172,101.7,177.2,114.8,0.420845624385447,-0.42607223476298,20.6,649.2,1245.5,-0.014050582095544,0.0616263211728605,-0.145631067961165,0.0351758793969851,-0.0245098039215686,0.00492610837438413,-0.0124030189475907,0.0359779102192574,0.00643847677745985,0.01940985077976
"2179",323116,2007,22.6,864.5,15.8,32.2,549.2,5419.6,2127.2,3280.8,110.5,415.8,45.5,3.5543,2461.9,1092.4,1.296000004,1.199000001,0.967000008,1.207000017,-0.048,0.651000023,-0.048,0.651000023,8.76220796792768,0.298876005224884,0.287741005420685,0.0341096669435501,0.0328388698399067,10.1789960861206,NA,5.51616646276308e-05,NA,4.40268680243107e-05,4.30610559573652e-05,5.55120018965967e-05,5.49315875261158e-06,6.7017744434544e-06,10.4111528396606,9.88068103790283,5809.2,6182,-0.067066033188735,-0.0603041087026852,5418.18321188181,5808.47569016977,-0.067193614832286,5808.47569016977,9.68684300943278,-0.0954526712784252,-0.273346930375592,-0.022298851732889,0.0536877771605918,-0.0175748334271921,-0.160334347472577,0.255728992633522,0.266352012287825,8.4633319627028,9.43111401679926,145.16814159292,145.751054852321,139.28947368421,133.758503401361,-0.00399937592212231,0.04638958707504,3.5512,3.499,3.4077,236.7,279.4,282.1,-0.533164343050275,-0.152827487473157,23.7,1102.6,2448.6,0.00543167524299607,0.0225934433075798,-0.0464135021097046,-0.109022556390978,-0.0952380952380951,-0.0869565217391306,0.000872944356837217,0.0149185481566161,0.026792264577281,0.0236099846805442
"2198",323117,2007,32.7,1276.3,25.4,49.1,877.9,5153,1836.3,3323.4,269.7,374.8,95.6,2.3904,1721.5,668.9,1.095000029,1.156999946,0.962000012,1.215999961,0.039999999,1.049000025,0.039999999,1.049000025,2335.87640220555,839.594798322767,819.6434764117,0.359434604644775,0.350893348455429,2252.40649414062,NA,0.160336030391327,NA,0.144954379526427,0.124638596938098,0.111310002262405,0.0888963822791815,0.0714397338145565,2055.27587890625,1987.13977050781,5012.8,4887,0.0279684008937121,0.0257417638633109,5236.46990806493,5151.68790496578,0.0164571310729873,5151.68790496578,2194.16378387203,0.0645861623344455,0.0372485946111349,0.095914430397189,0.0342885334034784,0.0921485579490593,0.0334699930476401,746.759723778116,625.091165913967,1496.28160388279,1447.40406009392,101.633027522936,99.1943573667712,92.8023952095809,87.2910662824207,0.024584766925276,0.068877124806477,2.3803,2.353,2.373,169.7,184.7,173,0.589275191514437,-0.0812127774769897,31.9,674.8,1705.5,0.00938141307534447,0.0171159351145038,0.0250783699059562,-0.0449101796407186,-0.0374639769452451,-0.033426183844011,0.00424316262655968,0.0116022099447513,-0.00842815002107038,-0.0173506149322954
"2217",323118,2007,8.6,297.1,5.8,11.5,156.6,1632.3,658.8,951,33.6,192.6,12.1,0.9429,623.1,319.8,1.121999979,1.213999987,0.986999989,1.16900003,-0.004,0.765999973,-0.004,0.765999973,1107.09140405458,653.246586047113,572.949947953224,0.590056598186493,0.517527222633362,118.12646484375,NA,0.249210438927926,NA,0.226069590251523,0.250532132466471,0.228244286718014,0.203600946204843,0.172135255063403,114.928131103516,108.159385681152,1627,1624,0.0032575291948371,0.00184729064039409,2621.26493921083,2494.35867013433,0.0508773139147874,2494.35867013433,982.286801237846,0.127055156049593,0.0523620386479348,0.0278289893825354,0.0625812117897669,-0.0732726657061649,0.223862370485908,563.898642497603,613.616348530166,453.844818007463,418.388158740243,110.581395348837,107.862068965517,101.202127659574,95.1287128712871,0.0252111461369178,0.0658083131250522,0.9338,0.9161,0.8996,67.7,74.4,70.4,-0.503692762186115,-0.0900537634408602,8.7,322.9,610.9,0.0199705352758226,0.0314030052338342,-0.0114942528735632,-0.0744680851063831,-0.0693069306930692,-0.0560747663551402,0.00974512743628186,0.019321034821526,0.0183414851044908,0.00965207631874304
"2236",323119,2007,19.5,683.6,13.1,23,393.7,2484,849.8,1634.9,89.1,162.1,27.6,1.8425,1207,635.5,1.243000031,1.156999946,0.971000016,1.215000033,0.018999999,0.866999984,0.018999999,0.866999984,2875.19635258621,796.576920551364,787.396211526357,0.27705129981041,0.273858249187469,905.537414550781,NA,0.178858985754025,NA,0.139263082107395,0.117415316238918,0.0925215026962032,0.0666278545328939,0.0502880808451268,780.190795898438,813.323120117188,2530.2,2576.6,-0.0182594261323215,-0.0180082278972289,4453.65893803543,4371.57935617054,0.0187757273007139,4371.57935617054,2621.57015206898,0.0967459140153343,0.0455334207999702,0.160661493715777,-0.0407369757470759,0.137722205264922,0.0281832427838631,608.79961481737,501.442837409442,2078.61943203484,2012.77053725161,83.8410256410256,83.3575129533679,79.3463414634146,75.8657407407407,0.00580046921419372,0.0505526961416706,1.8705,1.8844,1.8915,92.6,107.3,106.7,-0.0377969762419006,-0.136999068033551,19.3,643.3,1227.2,-0.0164602346805737,-0.00736067297581486,0.0103626943005181,-0.0585365853658536,-0.050925925925926,-0.0442477876106195,-0.0149692595562684,-0.00737635321587774,-0.00375363468146967,-0.00880364722527901
"2273",324110,2007,65,6356.8,40.1,93.6,3529.1,571313.5,470946,110411.6,16785.6,39518.5,10977.5,100.0213,69598.8,30422.5,2.506999969,2.219000101,1.093000054,1.728000045,-0.075000003,0.924000025,-0.075000003,0.925000012,77106.6297097397,3448.57730601751,268.112032361561,0.0447247847914696,0.00347715918906033,23334.6875,NA,0.00551696947832675,NA,0.00479613363466798,0.00752059487871982,0.00549842795765665,0.00591276908570608,0.0057955403979559,20551.328125,15261.94921875,512142.7,445910,0.115535767667878,0.148533784844475,625085.44220974,560698.71074994,0.114833029263937,560698.71074994,69107.3388749403,0.115751683757861,0.118339635594251,0.135434525597114,0.346572959353826,0.403379608182115,0.290555678140289,2689.18594554276,3703.46159971785,73658.0524037222,66418.1529293975,1698.64,1825.74548440066,1675.384,933.876666666667,-0.0696184027218788,0.0897474754448274,94.6635,89.5338,87.7887,10928.7,10330,6474.1,0.535919185264487,0.0579574056147145,60.9,30424.2,64239.3,0.0834302366308475,0.0861691155335374,0.0673234811165846,-0.0256,0.0416666666666667,0,0.0565983721286451,0.0572934467206798,0.0198784125975212,0.0269533927748389
"2292",324121,2007,15.8,747.5,11.5,23.6,510.8,12301.2,7465.7,4815.4,356,745.6,638.3,2.8635,2224.6,638.9,1.866999984,1.842000008,1.052999973,1.738000035,-0.008,0.995999992,-0.008,0.995999992,101.574711766094,4.90103995800018,0.738572001457214,0.0482505932450294,0.00727121904492378,74.9256591796875,NA,0.000397558401071754,NA,0.000323299548634777,0.000256457030477913,0.000275992444681372,0.000183163489446853,0.000131543048207881,59.598087310791,50.0481109619141,11717,8470.5,0.0498591789707264,0.383271353521044,12327.8490525864,11771.8472194828,0.0472314856570212,11771.8472194828,114.445306793554,-0.112460662547542,0.710892799722014,0.257182278165515,0.190815920228125,0.190426834928168,0.317766231135747,3.80583289265633,2.17663905024529,96.6736718080938,110.639473900897,304.772151898734,282.948387096774,213.158620689655,202.891304347826,0.077129843452671,0.327407665621595,2.7811,2.7503,2.7492,248,201.2,179.4,0.435483870967742,0.232604373757455,15.5,645.7,2135.4,0.0417720333426992,0.0182633160078204,0.0193548387096775,0.0689655172413793,0.0507246376811594,-0.0921052631578946,0.0296285642371724,0.0111987783150928,0.000400116397497652,-0.00275681950087075
"2311",324122,2007,11.9,644.1,9.1,20.4,458.5,8579.9,5228.8,3382.3,194.7,797,184.7,2.0875,1604.9,482.6,1.444000006,1.572999954,1.062000036,1.572000027,-0.041999999,1.011000037,-0.041999999,1.011000037,110.339940673672,0.564677991438657,0.479211990255862,0.00511762080714107,0.00434305099770427,288.011077880859,NA,6.72057379845e-05,NA,9.78599861211871e-05,1.62962962445597e-05,3.64750674674707e-06,9.15350418985235e-07,0,270.954498291016,235.105316162109,8951.8,8874.2,-0.0415447172635671,0.00874445020396188,8402.22886279281,8799.89928324004,-0.0451903377126841,8799.89928324004,119.053781531053,-0.0731924744037482,0.133420750884243,0.0629499775697554,0.152481376066323,0.215586917649324,0.240428699530329,0.861158021725714,0.142496998654678,109.775262682233,118.192623509327,284.226890756303,329.008620689655,304.098360655738,278.109243697479,-0.136111114169236,0.0819151408123431,2.0004,1.9915,1.8415,210.8,123.8,255.8,-0.0763757115749527,0.702746365105008,11.6,478.6,1521.8,0.0546063871730846,0.00948590381426199,0.0258620689655173,-0.0491803278688524,0.0252100840336134,-0.0775193798449612,0.0435412917416516,0.00446899322119001,0.0814553353244638,0.0271642124051762
"2330",325110,2007,9.3,845.3,5.7,12.7,510.1,77661.8,47174.9,30681.2,1835.8,3077.5,3169.3,12.9919,9028.3,3963.6,2.594000101,1.667999983,0.93599999,1.917999983,0.055,0.925000012,0.052000001,0.921999991,2749.44241253636,40.8510911839548,7.58586705196649,0.0148579552769661,0.00275905663147569,1390.39025878906,NA,0.000516965966204373,NA,0.000230180791324724,2.32010248070554e-05,0.00013371548259764,0.000170338621241261,7.56809750836055e-06,1319.46069335938,979.604309082031,65783.3,51414.7,0.180570144702379,0.279464822317353,79020.8521537473,66939.9914582658,0.180472994278965,66939.9914582658,2476.15215162514,0.11036892895772,0.477030281073422,0.0537564823163465,0.346932308409113,0.029080441566552,0.746788085370608,15.4083002051339,1.20904102455825,2708.5913213524,2460.74385142,3299.05376344086,2914.04395604396,3138.27397260274,1974.14634146341,0.132122168781416,-0.0714501087273835,13.2063,13.6859,14.1858,682.5,445.9,463.7,1.68981684981685,0.530612244897959,9.1,4067,9139.3,-0.0121453503003512,-0.0387980900696243,0.0219780219780221,0.246575342465753,-0.109756097560976,-0.0120481927710845,-0.0162346758743932,-0.0350433657998379,-0.0352394648169295,0.00597808743750657
"2349",325120,2007,11.4,720.3,6.9,15.1,417.3,9543.4,3959.3,5612,379.5,481.8,1137.4,6.9847,5820,1164.7,1.297000051,1.498000026,0.936999977,1.141000032,0.006,0.957000017,0.012,0.95599997,175.969367291313,35.6764014065266,28.9245912544429,0.202742114663124,0.164372876286507,318.008422851562,NA,0.00379481243379201,NA,0.00219477883703656,0.00280862611932734,0.0018382960354391,0.00123579101851202,0.000690598230818749,279.137573242188,253.168060302734,8766.6,7294.9,0.0886090388520064,0.201743683943577,9401.36094443975,8647.52814379232,0.0871732115944107,8647.52814379232,160.065717034508,0.0993570050567203,-0.0001106175548197,0.139253376598103,0.102578156614224,0.123958847753352,0.0914819090450597,18.9794117626734,20.2272067400627,140.292965884786,141.086305271834,492.280701754386,475.101851851852,401.884615384615,417.202127659574,0.0361582465645513,0.182184720848708,6.7143,6.4349,6.0148,774.2,708.9,735.4,-0.509816584861793,0.0921145436591904,10.8,1156,5558.3,0.0470827411258838,0.0536861860438664,0.0555555555555555,0.0384615384615385,0.106382978723404,-0.104761904761905,0.0402722547398835,0.0434194781581689,0.0698443838531621,-0.0152264317757621
"2368",325131,2007,7.6,487.7,4.9,10.6,275.6,5689.5,2590.9,3109.4,273.6,851.9,343.3,3.1499,2258.4,891.5,1.149999976,1.342000008,0.981000006,1.70599997,0.048999999,1.299999952,0.050000001,1.299999952,997.659825453302,203.529770329129,193.906859375536,0.204007178544998,0.194361701607704,1530.376953125,NA,0.0394683614509514,NA,0.0535361260528434,0.0513948784553842,0.0401117741963139,0.0296627515323092,0.0247046951393096,1309.09887695312,1298.71997070312,4727.8,4316.7,0.203413849993654,0.0952347858317697,5156.7828723283,4596.19183394285,0.121968590224083,4596.19183394285,1177.49071089597,-0.152723825146642,0.000586686457207747,0.169030834925847,0.00799164291312228,-0.00156422118996053,0.120333726656739,246.062305385014,215.590225073509,794.130055124173,931.42840551096,409.131578947368,404.727272727273,364.102941176471,315.617647058824,0.0108821582257531,0.111573752795127,3.1343,3.1809,3.2838,236.5,179.9,129.6,0.156871035940803,0.314619232907171,6.6,898.6,2235.7,0.0101534195106679,-0.0170586942185096,0.151515151515152,-0.0294117647058824,0,0.0149253731343283,0.00497718788884282,-0.0146499418403597,-0.0313356477251964,-0.0265318827261138
