"","naics","year","emp","pay","prode","prodh","prodw","vship.x","matcost","vadd","invest","invent","energy","cap","equip","plant","piship","pimat","piinv","pien","dtfp5","tfp5","dtfp4","tfp4","m","m5","mCHN","lwc5","chn","x","vship.y","pen5","penCHN","pen5_lag","pen5_lag2","pen5_lag3","pen5_lag4","pen5_lag5","x_lag","x_lag2","vship_lag","vship_lag2","vship_pc","vship_pc_lag","dm","dm_lag","dm_pc","dm_pc_lag","m_lag","m_pc","m_pc_lag","x_pc","x_pc_lag","x_pc_lag2","x_pc_lag3","m5_lag","m5_lag2","m0","m0_lag","prod","prod_lag","prod_lag2","prod_lag3","prod_pc","prod_pc_lag","cap_lag","cap_lag2","cap_lag3","invest_lag","invest_lag2","invest_lag3","invest_pc","invest_pc_lag","emp_lag","plant_lag","equip_lag","equip_pc","equip_pc_lag","emp_pc","emp_pc_lag","emp_pc_lag2","emp_pc_lag3","cap_pc","cap_pc_lag","cap_pc_lag2","cap_pc_lag3"
"2098",322232,2002,20.8,747.7,16.5,33.7,531.8,3427.6,1853.8,1566.4,51.5,370.5,32.7,1.2035,811.6,391.9,1.036000013,1.034000039,0.949000001,1.019999981,0.029999999,0.967999995,0.029999999,0.967999995,34.5054898241069,1.34821204771288,1.18648505210876,0.0390723943710327,0.0343853980302811,52.8318824768066,3427.6,0.000395454341008993,0.000348016968928277,0.000324097019559616,0.000394469283006888,0.000509781071874694,0.000276177365620013,0.000217141927116209,50.0291366577148,51.125732421875,3636.4,3773.6,-0.057419425805742,-0.0363578545685817,3409.2736073473,3616.40153945619,-0.0572745946071129,3616.40153945619,30.0306761139072,0.149008090701207,0.10503440440739,0.0560222703475255,-0.0214489986199388,-0.111084639841912,0.0574939643737962,1.17206496046856,1.4791219457984,33.157277776394,28.8586111534387,75.3076923076923,67.3817427385892,65.2539682539683,63.5118110236221,0.117627553799732,0.0326075875775043,1.2125,1.1801,1.1706,59.3,94.4,71.4,-0.131534569983137,-0.371822033898305,24.1,396.3,816.1,-0.00551403014336478,0.0409438775510204,-0.136929460580913,-0.0436507936507936,-0.00787401574803147,-0.0378787878787879,-0.00742268041237105,0.0274553003982713,0.00811549632667014,0.0254029432375612
"2117",322233,2002,6.6,204.4,5,9.8,129.1,1740.9,937.7,764.5,28,187.4,16.6,0.6524,343.9,308.5,1.085999966,1.034000039,0.962000012,1.042999983,-0.003,0.93599999,-0.003,0.93599999,429.67571179918,32.4600825656671,29.996951578185,0.075545534491539,0.0698130056262016,8.15063190460205,1740.9,0.0150109628617744,0.0138719035312533,0.0180832421810922,0.0120775608044265,0.0120001895881455,0.0111675471204785,0.00450019469290229,237.754791259766,270.375335693359,1831.6,1816.4,-0.0495195457523476,0.00836820083681998,2162.42507989458,2201.09384746258,-0.0175679776728196,2201.09384746258,607.248638722347,-0.292422107848246,-0.0288856176196334,-0.965718327435526,-0.12064911301891,0.195019194891595,0.0197454233799116,39.8029131069779,26.2244401685894,397.215629233513,567.445725615369,115.833333333333,108.25,106.256097560976,110.488372093023,0.0700538876058507,0.0187650636979226,0.6681,0.6843,0.6865,17.9,17.7,31.6,0.564245810055866,0.0112994350282485,8,313.4,354.7,-0.0304482661404004,-0.0292829775588396,-0.175,-0.0243902439024389,-0.0465116279069768,-0.0114942528735632,-0.0234994761263285,-0.0236738272687416,-0.00320466132556459,-0.0157706093189964
"2136",322291,2002,19.2,812.9,15.3,31.1,596.1,9063.3,3465.9,5612.6,414.8,589,130.3,5.7631,4437.3,1325.8,1.034000039,1.019999981,0.940999985,0.996999979,0.177000001,1.120000005,0.177000001,1.120000005,1013.93590074196,12.7199690735433,12.1279840627685,0.0125451413914561,0.011961292475462,967.920959472656,9063.3,0.00139636944770854,0.00133138266392052,0.00137712980576103,0.000725837706967639,0.000528037497370853,0.000199548884566732,0.000276122972185552,1061.22265625,929.580810546875,7006,7238.5,0.293648301455895,-0.0321199143468951,9109.3149412693,6838.52228776878,0.332058967996932,6838.52228776878,893.744944018777,0.134480152897685,0.212982984601048,-0.0879190584820722,0.141614203100513,0.0583485047131169,0.196924237266186,9.41753286984749,5.11406007828191,1001.21593166841,884.32741114893,292.322916666667,260.954838709677,278.714285714286,293.185185185185,0.120205006015955,-0.0637191845372926,5.7565,5.7681,5.8944,352.5,336.5,233.5,0.176737588652482,0.0475482912332838,15.5,1344.8,4411.7,0.00580275177369276,0.000181368881634175,0.238709677419355,0.00649350649350647,-0.0493827160493827,-0.142857142857143,0.00114653000955452,-0.00201106083459033,-0.0214271172638434,-0.0105584744766926
"2155",322299,2002,22.7,755.6,17.6,34.9,471.9,4271.8,2085.5,2196,104.2,435.4,79.1,1.7751,1124,651.1,1.055999994,1.016000032,0.967000008,1.055999994,-0.017000001,0.967999995,-0.017000001,0.967999995,674.461464408814,118.567218084529,115.312177106272,0.175795391201973,0.170969262719154,130.025772094727,4271.8,0.024618234168594,0.0239423867315054,0.0189441805914492,0.0222400932962312,0.0168239462819333,0.0154668410811,0.0152505368639698,106.896812438965,99.3962936401367,4570.1,4765.7,-0.065272094702523,-0.0410432884990661,4816.23569231409,4889.2892979203,-0.014941559223604,4889.2892979203,426.086110359262,0.582922906921634,-0.0157150464829494,0.216367159394652,0.0754607493311942,0.185536551099323,0.0791014055194623,92.6235794236418,113.406521098223,555.894246324286,333.46253093562,96.7400881057269,96.1666666666667,97.9752066115702,94.4722222222222,0.00596278792783568,-0.0184591592858146,1.7364,1.6755,1.6224,135.1,149.2,132.8,-0.228719467061436,-0.0945040214477211,23.4,634.9,1101.5,0.0204266908760781,0.0421002838221381,-0.0299145299145299,-0.0330578512396695,-0.0396825396825397,0.0909090909090908,0.0222874913614373,0.0363473589973143,0.0327292899408284,0.00439546833405566
"2174",323116,2002,36.7,1221.5,24.5,49.5,753.1,7681,2961.6,4710,308.7,462,95.9,3.1702,2066.7,1103.5,1.105000019,1.036999941,0.904999971,1.041000009,-0.02,0.871999979,-0.018999999,0.871999979,11.2387411850505,0.0514819994568825,0.0514819994568825,0.00458076223731041,0.00458076223731041,10.3927030563354,7681,0.0000067017744434544,0.00000670177450956544,0.00000372645296579682,0.00000115723403279454,0.000000776842145342959,0.00000125450021313428,0.00000329882905968688,11.7649154663086,14.8721208572388,8876.7,8903.5,-0.134700958689603,-0.00301005222665236,7681.84603812872,8871.97554635145,-0.134144813858529,8871.97554635145,7.0404618177563,0.596307383800584,-0.166711558137131,-0.116635977020215,-0.208928196641019,-0.0812533139465008,-0.0866884392886921,0.0330609995871782,0.0102960001677275,11.1872591855936,7.00740081816912,128.337874659401,112.398678414097,107.426530612245,103.897920604915,0.141809463155614,0.0462841699672769,3.2205,3.2375,3.1896,137.8,167.7,218.8,1.24020319303338,-0.178294573643411,45.4,1116.4,2104.1,-0.0177748205883751,-0.0046359808884054,-0.191629955947136,-0.0734693877551021,-0.0737240075614366,-0.0329067641681902,-0.0156186927495731,-0.00525096525096522,0.0150175570604464,0.00510493477027793
"2193",323117,2002,38.8,1358.5,30.8,60.8,954.2,4869.5,1748.5,3136.3,165.6,272.8,60.8,2.4391,1750.6,688.6,1.042999983,1.01699996,0.903999984,1.050999999,-0.021,0.958000004,-0.021,0.958000004,1731.64026144776,347.344041108154,340.870654124767,0.200586721301079,0.196848422288895,1739.08349609375,4869.5,0.0714397338145565,0.0701083242893219,0.0472628371202882,0.0381793088539607,0.027137233011065,0.0200454052609761,0.0155522414612428,1751.37231445312,1911.58276367188,5847.4,6162.2,-0.167236720593768,-0.0510856512284574,4862.05676535401,5814.56981984326,-0.163814879518452,5814.56981984326,1718.54213429638,0.00762165028717001,0.0220086457828354,-0.00701667958204092,-0.0838103650354164,0.00372147132109636,0.0163778087378801,274.813066319795,226.485428546323,1384.2962203396,1443.72906797659,80.8324742268041,72.3158953722334,74.1679536679537,72.0178217821782,0.117769113010814,-0.0249711392067232,2.4424,2.402,2.3836,183.5,227.3,200.7,-0.0975476839237057,-0.192696876374835,49.7,695.7,1746.8,0.0021754064575223,0.0262616767522473,-0.219315895372234,-0.0405405405405404,0.0257425742574257,0.0202020202020202,-0.00135113003603026,0.016819317235637,0.00771941600939763,0.0409188174156075
"2212",323118,2002,11.9,356.4,8.3,16.6,203.2,1729.1,660.6,1058.5,68.9,103.1,21.6,0.8698,541.8,328,1.037999988,1.052000046,0.925000012,1.011000037,-0.118000001,0.802999973,-0.116999999,0.80400002,718.933968464728,405.907232105965,379.797562472522,0.564595997333527,0.528278768062592,89.9625091552734,1729.1,0.172135255063403,0.16106279194355,0.11603558254234,0.114076402580811,0.0999495981908674,0.0941898779938355,0.0777437795420206,102.172920227051,119.782218933105,2434.4,2587.9,-0.289722313506408,-0.0593145021059546,2358.07145930945,2965.47869687385,-0.204826033046441,2965.47869687385,633.251617100905,0.135305381068091,-0.099677768441481,-0.119507312159064,-0.147010957577008,0.097057869312689,-0.175365522626856,344.101048108656,361.790899327025,313.026736358763,289.150568992249,88.9495798319328,93.6493506493506,98.203821656051,94.2619047619048,-0.0501847667370928,-0.0463777369342295,0.8856,0.8881,0.8705,37.6,51.1,68.9,0.832446808510638,-0.264187866927593,15.4,331.3,554.3,-0.0225509651813098,-0.00627465041233417,-0.227272727272727,-0.019108280254777,-0.0654761904761906,-0.04,-0.0178410117434509,-0.00281499831100095,0.0202182653647329,0.109623964308477
"2231",323119,2002,24.8,855.2,16.7,29.3,485,2889.6,1092,1797.4,113.8,170.4,36.1,1.9005,1240,660.6,1.113000035,1.014999986,0.911000013,1.047000051,-0.044,0.90200001,-0.044,0.90200001,1953.93535004789,208.522489675961,203.272473718971,0.106719240546227,0.104032345116138,696.976440429688,2889.6,0.0502880808451268,0.0490219667553902,0.0320563321843122,0.0256501039277513,0.0187765223733442,0.0131432683579489,0.0120453928654983,867.661499023438,749.426879882812,3476.3,3368.5,-0.16877139487386,0.0320023749443373,4146.5589096182,4380.5717272352,-0.0534206108673163,4380.5717272352,1771.93322625864,0.102713872674277,-0.0108998107745207,-0.196718488472587,0.157766717893964,0.0247515530749532,-0.0569145851475591,140.425062445458,113.130627754144,1745.41286037193,1631.50816381318,72.4758064516129,62.4402332361516,60.2478386167147,58.6191860465116,0.16072286561625,0.0363895978639917,1.8423,1.7791,1.7137,147.5,149.4,149.2,-0.228474576271186,-0.0127175368139224,34.3,665.9,1176.4,0.0540632437946276,0.0587705877058772,-0.276967930029154,-0.011527377521614,0.00872093023255826,-0.00289855072463772,0.0315909460999837,0.0355235793378675,0.038163039038338,0.0133041627246925
"2250",323122,2002,29.3,1356.6,20.2,37.4,823.1,3377.5,696.7,2685.2,115.6,163.1,32.5,2.2975,1659.3,638.2,0.996999979,0.972000003,0.910000026,1.046000004,0.006,0.880999982,0.006,0.880999982,16.7917802007869,0.42281299829483,0.307715997099876,0.025179760530591,0.0183253940194845,NA,3377.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4150,4646.2,-0.186144578313253,-0.106796952348155,NA,NA,NA,NA,9.65462704119273,0.73924690504797,-0.140212491492465,NA,NA,NA,NA,0.243559005670249,0.414190987125039,16.3689672024921,9.41106803552248,91.6450511945392,77.0526315789474,78.5413043478261,80.0292887029289,0.189382495011097,-0.0189540112841266,2.3271,2.2877,2.1933,153.3,223.3,278.9,-0.245923026744945,-0.313479623824451,41.8,642.2,1684.9,-0.0151937800462936,0.0257518568123707,-0.299043062200957,-0.091304347826087,-0.0376569037656903,-0.0682261208576998,-0.012719694039792,0.0172225379201819,0.0430401677837046,0.0494760514857171
"2268",324110,2002,62.5,4395.9,38.5,84.3,2648,194761.9,168047.6,27955.2,5044.8,12680.9,5927.8,84.9556,54178.2,30777.4,1.059000015,1.070000052,0.985000014,1.116000056,-0.130999997,0.975000024,-0.130999997,0.975000024,21705.6046191377,1215.58961782441,135.208288456779,0.0560034886002541,0.00622918782755733,6721.81494140625,194761.9,0.0057955403979559,0.000644629646558315,0.00544687714861325,0.00501782632940381,0.00345320309592352,0.0025651702028507,0.00196898345071464,6888.75634765625,7169.064453125,199909.5,215564.5,-0.0257496517174022,-0.0726232751682211,209745.689677731,217329.419915016,-0.0348950926213769,217329.419915016,24308.6762626723,-0.107084055725888,-0.0427100768953046,-0.0242338961961978,-0.0390996771338223,0.492939414836858,0.123465487703053,1183.76665105647,1173.11088516493,20490.0150013133,23124.9096116158,447.2832,637.030015797788,589.921095008051,495.539308176101,-0.297861656581688,0.0798563082221936,83.0399,82.6482,83.0451,6624.8,4597,3856.9,-0.238497765970293,0.441113769849902,63.3,29337.4,53702.4,0.00885993922059341,0.0124810521790937,-0.0126382306477093,0.0193236714975845,-0.0235849056603774,-0.0200308166409862,0.0230696327909838,0.00473936516463741,-0.00477933074919534,0.00021800137304737
"2287",324121,2002,15.3,620.8,11.3,20.8,437.9,7412.4,4660.8,2778.5,255,398.4,356,2.6531,2025.4,627.7,1.195000052,1.072999954,0.947000027,1.10800004,0.01,0.924000025,0.01,0.922999978,41.503403813811,0.977289973758161,0.110577999614179,0.0235472247004509,0.00266431155614555,24.4726047515869,7412.4,0.000131543048207881,0.0000148837780216127,0.000281455859976546,0.000158846479725816,0,0.0000315150897406181,0.0000153932743021694,26.4613819122314,21.3964710235596,6486.1,6454.7,0.142813092613435,0.00486467225432639,7429.43079906222,6490.93964256197,0.144584791752867,6490.93964256197,31.3010244742036,0.32594394308134,-0.173997576045271,-0.0751577210608658,0.236717114850151,0.0626840682453461,-0.0509281769187669,1.82691299915314,1.02792704105377,40.5261138400529,29.4741114750504,181.601307189542,176.738805970149,168.407692307692,161.484848484848,0.0275123575306629,0.0494699116667155,2.5893,2.4859,2.3121,207.3,236.8,286.1,0.230101302460203,-0.124577702702703,13.4,637.6,1951.7,0.0377619511195368,0.0582334761155995,0.141791044776119,0.0307692307692308,-0.0151515151515151,-0.102040816326531,0.0246398640559223,0.0415945935073817,0.0751697590934648,0.0746955470856186
"2306",324122,2002,11.8,520.9,8.7,18.4,351.4,5778.3,3293.8,2536.1,194.7,440.4,105.2,1.6833,1209.6,473.7,1.106999993,1.054999948,0.959999979,1.085999966,0.011,0.994000018,0.012,0.994000018,69.6135598130058,0,0,0,0,139.006088256836,5778.3,0,0,0,0,0,0,0,113.967948913574,113.585235595703,5238,5512.2,0.103150057273769,-0.0497442037661913,5708.90747155617,5186.22999890288,0.100781776505064,5186.22999890288,62.1979478164576,0.119225991481765,0.293196752828582,0.219694568358416,0.00336939317741373,0.0391253499267551,0.462228568932499,0,0,69.6135598130058,62.1979478164576,214.923728813559,187.565573770492,176.047619047619,168.392307692308,0.145859149379637,0.0654252229321958,1.6765,1.6503,1.6268,99.3,115.3,107.6,0.960725075528701,-0.138768430182134,12.2,481.3,1195.2,0.0120481927710842,0.0248670896930201,-0.0327868852459015,-0.0317460317460318,-0.0307692307692308,-0.0225563909774437,0.00405606919176852,0.0158759013512696,0.0144455372510449,0.0390240786868493
"2325",325110,2002,9.2,644.6,4.9,10,335.5,20326.4,14668.5,5618.6,573.8,854,1374,14.4669,10021.3,4445.6,1.307999969,1.014999986,0.873000026,1.123999953,0.134000003,0.703000009,0.128999993,0.700999975,669.975604628911,0.15524800028652,0.139663000125438,0.000231721875024959,0.000208459823625162,482.897796630859,20326.4,0.00000756809750836055,0.00000680835319144535,0.00000606533367962083,0.000130837142405032,0.000107374867331155,0.0000447516949616448,0.0000283892142661865,403.364318847656,528.099853515625,16219.1,22907.3,0.253238465759506,-0.29196806258267,20513.4778079981,16454.4946663474,0.246679294864766,16454.4946663474,638.758985195076,0.0488707324004243,-0.0889831804592799,0.19717529307108,-0.236196874203977,0.245567292167155,0.246921801903229,0.0998020006809384,3.01976699312218,669.820356628625,638.659183194395,610.717391304348,324.844155844156,655.19587628866,674.940677966102,0.880031948604117,-0.504202990891476,14.9101,15.4298,15.8724,497.9,466.3,526.2,0.152440249045993,0.0677675316319965,7.7,4552.2,10357.9,-0.0324969347068422,-0.0402598124606204,0.194805194805195,-0.206185567010309,-0.177966101694915,0.134615384615385,-0.0297248174056513,-0.0336815772077408,-0.0278848819334191,-0.0189444276186885
"2344",325120,2002,10.5,587.4,5,10.5,275.5,5902.1,2293.2,3643.1,346.7,330.4,871.1,6.1715,4983.6,1187.9,1.029000044,1.078999996,0.869000018,1.065999985,0.033,0.871999979,0.033,0.870999992,124.531855147332,4.032411997905,2.28626502305269,0.0323805660009384,0.0183588769286871,187.618927001953,5902.1,0.000690598230818749,0.000391549925552681,0.0010430103880827,0.000862882120314673,0.00152479320347408,0.000751291061894518,0.000508491506094592,225.513076782227,234.529403686523,5073.4,4896.4,0.163342137422636,0.0361490074340332,5839.01292814538,4955.27568274676,0.178342700180256,4955.27568274676,107.388759528985,0.159635847304108,-0.0760162994506788,-0.168035265719278,-0.0384443347510842,0.254199966560366,-0.0410791721723797,5.16840401291847,4.12293209554628,120.499443149427,102.220355516067,346.961904761905,279.027027027027,264.849557522124,264.831932773109,0.243470600173428,0.0535302744605072,5.4026,5.4451,5.3774,951,302.4,382.3,-0.635436382754995,2.14484126984127,11.1,1201.3,4201.3,0.186204270106872,-0.00509140854409397,-0.054054054054054,-0.0176991150442479,-0.0504201680672269,-0.048,0.142320364269056,-0.00780518264127372,0.0125897273775431,0.0967570874974506
"2363",325131,2002,7.4,405.8,5,10.6,250.9,3562.3,1590.8,1966.1,127,648.7,159.9,3.4856,2551.8,933.8,0.981999993,0.907999992,0.896000028,1.087000012,0.172999993,0.954999983,0.166999996,0.952000022,806.734126912197,83.057877367828,76.8280223999172,0.10295569896698,0.0952333882451057,1007.00610351562,3562.3,0.0247046951393096,0.0228516906499863,0.0216647654585426,0.0213465184295434,0.0159350404272606,0.0120928690968044,0.0142042020057658,848.941711425781,963.594909667969,3226.5,3413.7,0.104075623740896,-0.0548378592143422,3362.02802339657,3123.63841085113,0.0763179283867525,3123.63841085113,746.080122276908,0.0812969047482243,-0.103296759014658,0.186189923244998,-0.118984852547316,0.240931027278485,0.0111139342577023,67.6728935483843,70.062064939877,723.676249544369,678.407228728523,265.689189189189,206.04,173.373493975904,203.390243902439,0.289502956654966,0.188416956219597,3.4864,3.248,3.1969,208.3,398,225.6,-0.390302448391743,-0.476633165829146,7.5,942.8,2543.6,0.00322377732347864,0.0907843389510699,-0.0133333333333333,-0.0963855421686748,0.0121951219512197,-0.0352941176470589,-0.000229463056448014,0.0733990147783251,0.0159842347273921,0.0030748956731826
"2382",325132,2002,7.7,382.9,4.4,9.5,185.3,2825.9,1392.2,1419.6,113.8,567.8,126.8,2.092,1418.8,673.3,0.893999994,0.907999992,0.893000007,1.072999954,0.149000004,1.126000047,0.152999997,1.131000042,716.363245974062,161.758214929141,89.8924087714404,0.225804731249809,0.125484392046928,25.3668651580811,2825.9,0.0459945922238432,0.0255601536482573,0.0415130626012817,0.0371447712182558,0.0417943464856203,0.0462088822073411,0.0422260297469163,25.0506496429443,25.7269401550293,2762.5,2956.6,0.0229502262443439,-0.0656497328011905,3516.89638081598,3420.20053735282,0.0282719806652037,3420.20053735282,682.751186995767,0.0492303193586441,-0.190964914725334,0.012623046493558,-0.0262872501747066,0.0733537770667529,-0.121272179242931,141.982999016065,140.213379153982,554.605031044921,540.768187979702,184.363636363636,124.122222222222,159.903225806452,154.011235955056,0.48533947477641,-0.223766615112187,2.0964,2.099,2.1468,116.5,118.1,80.8,-0.0231759656652361,-0.0135478408128704,9,683.6,1412.8,0.00424688561721404,0.00355164085807643,-0.144444444444444,-0.0322580645161291,0.0449438202247191,0.0595238095238095,-0.0020988360999809,-0.00123868508813728,-0.0222656977827464,-0.0197707867220672
"2401",325181,2002,6,372.3,4.2,9,248.7,2701.9,1461,1247.7,124.7,234.3,732,3.0084,2224.8,783.7,0.64200002,0.980000019,0.878000021,1.034000039,0.280000001,1.376999974,0.282000005,1.378000021,167.831962626427,1.28527100500651,1.15394700318575,0.00765808252617717,0.00687560951337218,843.559509277344,2701.9,0.000634334457998414,0.00056952063459903,0.00132876971443048,0.000402456728141553,0.000314767038465732,0.0000736894790885452,0.0000777150493990262,1041.86767578125,855.334899902344,2310.8,2547.6,0.169248745023368,-0.0929502276652535,2026.17245334908,1489.92182255811,0.359918636449167,1489.92182255811,220.989498339361,-0.240543266138838,0.348403238818991,-0.190339110343551,0.218081567699627,0.0961843436061942,-0.0633036804700535,1.97976299468428,0.747022016439587,166.546691621421,219.009735344676,207.95,226.702127659574,259.673469387755,250.448979591837,-0.0827170342562178,-0.126972315677527,3.091,3.1115,3.082,121.2,176.2,204.4,0.0288778877887789,-0.312145289443814,4.7,797.7,2293.3,-0.029869620197968,-0.00855994120444413,0.276595744680851,-0.0408163265306123,0,0,-0.0267227434487222,-0.00658846215651607,0.00957170668397147,0.0200906894383212
"2420",325182,2002,1.7,98,1.1,2.1,59.2,1033.5,512.8,524.1,40.1,117.8,48.1,1.048,706,342,1.085999966,0.980000019,0.89200002,1.143000007,0.039000001,0.912999988,0.039000001,0.912,176.242875630967,29.4761316752993,5.79619204998016,0.167247220873833,0.0328875258564949,164.309509277344,1033.5,0.0281951319175026,0.00554429600015283,0.0150657601533309,0.000801234953379862,0.000730080559651528,0.000560520591646422,0.000343322933876654,171.030639648438,184.080718994141,1024.2,1073.6,0.00908025776215578,-0.0460134128166914,1045.43336635362,991.563756458974,0.0543279335733555,991.563756458974,138.394396107411,0.273482746325807,0.328919061508069,-0.0392978146191196,-0.0708932440997175,0.279507716926839,0.0304104982856289,14.9386617315467,0.796155008953065,146.766743955668,123.455734375864,308.294117647059,304.055555555556,287.894736842105,287.421052631579,0.0139400909276556,0.056134470851107,1.0816,1.1016,1.1113,35.8,46.3,56.9,0.120111731843576,-0.226781857451404,1.8,347.9,733.6,-0.0376226826608506,-0.0160944206008584,-0.0555555555555556,-0.0526315789473684,0,0.117647058823529,-0.0310650887573963,-0.0181554103122731,-0.00872851615225415,0.0141449169556489
"2439",325188,2002,46,2775.6,23.5,49.7,1258.1,14757.1,5787.9,9007.6,824.2,1590,1183.9,13.0753,9802.9,3272.4,0.957000017,0.980000019,0.890999973,1.118999958,-0.056000002,0.859000027,-0.054000001,0.85799998,4980.71145556844,396.028401277028,377.068099196069,0.0795124173164368,0.0757056698203087,4175.1611328125,14757.1,0.0254473623106438,0.0242290422320366,0.0195119285880206,0.0138076206451096,0.0150320273093591,0.0097326532925134,0.0132784498768199,4035.6806640625,4014.98486328125,15958.8,15630.3,-0.075300147880793,0.0210168710773306,15562.6503227559,17006.7404040324,-0.0849128079202068,17006.7404040324,5083.62106809486,-0.0202433680929301,0.0256742039716624,0.0345618200151626,0.00515463980213772,0.195219261912926,-0.0331583185652911,331.834304278484,228.815544695593,4584.68305429141,4751.78676381637,195.817391304348,206.548319327731,176.045816733068,207.678571428571,-0.0519535964190367,0.173264569194014,12.9765,12.4909,11.8534,886.6,1172.1,1255.3,-0.0703812316715542,-0.243579899325996,47.6,3268.5,9708.1,0.00976504156323063,0.0489913233276065,-0.0336134453781513,-0.051792828685259,-0.056390977443609,-0.0533807829181495,0.0076137633414248,0.038876301947818,0.0537820372213881,0.0772978033064009
"2458",325191,2002,2.1,87.9,1.6,3.4,59.8,960.5,426.9,518.9,32.3,75.3,62.6,0.6227,431.5,191.2,1.125,0.976000011,0.888999999,1.093000054,0.045000002,0.921999991,0.052999999,0.927999973,101.164068600163,17.5516339009628,8.74374304246157,0.173496723175049,0.0864313095808029,93.9303817749023,960.5,0.0181368429557749,0.00903527811169624,0.0164533230215593,0.0234091918780295,0.0160860488873188,0.0308156396122911,0.0271141161104884,134.803039550781,143.344451904297,935.5,890.6,0.0267236771779797,0.0504154502582528,967.733686825261,905.518304053461,0.0687069300458074,905.518304053461,104.821343604242,-0.0348905564298791,-0.119333204076928,-0.303202790620177,-0.0595866267584479,0.0540820871992756,-0.0477275767642977,14.8987851585262,20.2789269916248,83.6124346992001,89.9225584457163,247.095238095238,188.625,216.954545454545,193.64,0.309981381551958,-0.130578252671276,0.6187,0.5939,0.5838,40.1,54.8,40.5,-0.194513715710723,-0.268248175182482,2.4,191.4,427.2,0.0100655430711611,0.0626865671641791,-0.125,0.0909090909090908,-0.12,0,0.00646516890253758,0.0417578716955717,0.0173004453579993,0.00137221269296745
"2477",325192,2002,6.3,418.8,3.8,8.3,233.4,4511.7,3158,1228.1,239.4,557.2,294.1,6.3667,4728.9,1637.8,0.985000014,0.976000011,0.875,1.087000012,-0.072999999,0.769999981,-0.072999999,0.771000028,1481.23284677719,79.2767907842062,52.3324149106629,0.053520817309618,0.0353303104639053,1762.22546386719,4511.7,0.0187384244782435,0.0123696606606245,0.0146683361051846,0.0112243194244303,0.0127937579692854,0.0125010160709532,0.0115077756168117,1590.24243164062,2344.609375,5877.5,8062.6,-0.23237771161208,-0.271016793590157,4230.70738291,5733.42011059006,-0.262097090165159,5733.42011059006,1446.16254223068,0.0242505966807921,-0.0892579285661058,0.108148939309292,-0.321745255906168,0.445030462039384,0.201457156010314,84.0997332143597,82.00359098427,1401.95605599298,1362.06280901632,194.936507936508,202.724637681159,435.746666666667,313.313253012048,-0.0384172828410748,-0.534764914596036,6.4747,5.9872,5.9129,307.4,751.2,399.1,-0.22121014964216,-0.590788072417465,6.9,1661,4813.7,-0.0176163865633505,0.118242850837457,-0.0869565217391305,-0.0799999999999999,-0.0963855421686748,-0.0348837209302324,-0.0166803095124098,0.0814237039016568,0.0125657460806034,0.0111842667806754
"2496",325193,2002,2.2,94.3,1.6,3.8,62.2,2054.8,1475,592.8,111.8,260.2,134,1.0259,705.5,320.4,1.00999999,0.976000011,0.921999991,1.123999953,0.130999997,1.202999949,0.118000001,1.194000006,170.038018340012,0,0,0,0,71.8611145019531,2054.8,0,0,0.00160872467530571,0.000460148687621474,0.00000452542419807587,0,0.0000162223957226508,126.983879089355,92.2398376464844,1802.4,1665.5,0.140035508211274,0.0821975382767938,2152.97690383806,1853.37494425531,0.161652104185062,1853.37494425531,177.95882334467,-0.0445092008128036,0.101373016085954,-0.434092618548956,0.376670669955319,0.588133274852488,-0.00176850021426035,2.98157000541687,0.798283994197845,170.038018340012,174.977253339253,269.454545454545,277.411764705882,289.8125,155.529411764706,-0.0286837844089754,-0.0427888213728449,1.0137,1.0148,1.0027,68.2,57.4,70.1,0.639296187683284,0.18815331010453,1.7,324.2,689.5,0.0232052211747643,0.0033469150174621,0.294117647058824,0.0624999999999999,-0.0588235294117646,0.133333333333333,0.012035118871461,-0.00108395743003536,0.0120674179714768,0.0269356820975012
"2515",325199,2002,77,4709.1,45.5,99.1,2555,48232.3,30394.3,17804.4,2304.4,5362.6,3144.5,45.6073,33692,11915.4,1.067000031,0.976000011,0.879000008,1.101999998,0.043000001,0.829999983,0.045000002,0.83099997,13513.3672759399,723.730937221349,508.230546155013,0.0535566695034504,0.0376094691455364,8135.8623046875,48232.3,0.0134999733278164,0.00948017928749323,0.0117066922287372,0.010372859294145,0.00925189389501952,0.00837491166121476,0.00739034651337829,7821.08984375,8531.224609375,49052,51663.4,-0.0167108374785941,-0.0505464216447234,53609.8049712524,55071.3736146232,-0.0265395349242335,55071.3736146232,13840.4634583732,-0.0236333258215727,0.0382875396596787,0.0402466238370911,-0.0832394876633104,0.198891077347369,0.0405184948512862,644.703621520195,585.675105441827,12789.6363387186,13195.759836853,231.225974025974,198.22623345367,230.10119047619,213.113908872902,0.166475143059289,-0.138525824036614,46.0667,45.4961,44.3084,2404,3179.8,3572.1,-0.0414309484193011,-0.243977608654632,83.1,12098.6,33968.1,-0.00812821441293445,0.0217475658066903,-0.0734055354993983,-0.0107142857142858,0.00719424460431648,-0.0402761795166858,-0.00997249640195619,0.0125417343464604,0.0268053010264419,0.035986092828267
